,time,Nederbördsmängd
928,2020-02-24:17,0.0
929,2020-02-24:18,0.0
930,2020-02-24:19,0.0
931,2020-02-24:20,0.0
932,2020-02-24:21,0.0
933,2020-02-24:22,0.0
934,2020-02-24:23,0.0
935,2020-02-25:00,0.0
936,2020-02-25:01,0.0
937,2020-02-25:02,0.1
938,2020-02-25:03,0.0
939,2020-02-25:04,0.5
940,2020-02-25:05,0.3
941,2020-02-25:06,0.5
942,2020-02-25:07,0.2
943,2020-02-25:08,0.2
944,2020-02-25:09,0.0
945,2020-02-25:10,0.0
946,2020-02-25:11,0.0
947,2020-02-25:12,0.0
948,2020-02-25:13,0.0
949,2020-02-25:14,0.0
950,2020-02-25:15,0.0
951,2020-02-25:16,0.0
952,2020-02-25:17,0.0
953,2020-02-25:18,0.0
954,2020-02-25:19,0.1
955,2020-02-25:20,0.2
956,2020-02-25:21,0.1
957,2020-02-25:22,0.0
958,2020-02-25:23,0.0
959,2020-02-26:00,0.0
960,2020-02-26:01,0.0
961,2020-02-26:02,0.0
962,2020-02-26:03,0.1
963,2020-02-26:04,0.0
964,2020-02-26:05,0.8
965,2020-02-26:06,0.4
966,2020-02-26:07,0.1
967,2020-02-26:08,0.0
968,2020-02-26:09,0.0
969,2020-02-26:10,0.0
970,2020-02-26:11,0.2
971,2020-02-26:12,0.2
972,2020-02-26:13,0.0
973,2020-02-26:14,0.0
974,2020-02-26:15,0.0
975,2020-02-26:16,0.0
976,2020-02-26:17,0.0
977,2020-02-26:18,0.0
978,2020-02-26:19,0.0
979,2020-02-26:20,0.0
980,2020-02-26:21,0.0
981,2020-02-26:22,0.0
982,2020-02-26:23,0.0
983,2020-02-27:00,0.0
984,2020-02-27:01,0.0
985,2020-02-27:02,0.0
986,2020-02-27:03,0.0
987,2020-02-27:04,0.0
988,2020-02-27:05,0.0
989,2020-02-27:06,0.0
990,2020-02-27:07,0.0
991,2020-02-27:08,0.0
992,2020-02-27:09,0.0
993,2020-02-27:10,0.0
994,2020-02-27:11,0.0
995,2020-02-27:12,0.0
996,2020-02-27:13,0.0
997,2020-02-27:14,0.0
998,2020-02-27:15,0.0
999,2020-02-27:16,0.0
1000,2020-02-27:17,0.0
1001,2020-02-27:18,0.0
1002,2020-02-27:19,0.0
1003,2020-02-27:20,0.0
1004,2020-02-27:21,0.0
1005,2020-02-27:22,0.0
1006,2020-02-27:23,0.0
1007,2020-02-28:00,0.0
1008,2020-02-28:01,0.0
1009,2020-02-28:02,0.0
1010,2020-02-28:03,0.0
1011,2020-02-28:04,0.0
1012,2020-02-28:05,0.0
1013,2020-02-28:06,0.0
1014,2020-02-28:07,0.0
1015,2020-02-28:08,0.1
1016,2020-02-28:09,0.1
1017,2020-02-28:10,0.3
1018,2020-02-28:11,0.1
1019,2020-02-28:12,0.0
1020,2020-02-28:13,0.0
1021,2020-02-28:14,0.2
1022,2020-02-28:15,0.0
1023,2020-02-28:16,0.0
1024,2020-02-28:17,0.0
1025,2020-02-28:18,0.0
1026,2020-02-28:19,0.0
1027,2020-02-28:20,0.0
1028,2020-02-28:21,0.0
1029,2020-02-28:22,0.0
1030,2020-02-28:23,0.0
1031,2020-02-29:00,0.0
1032,2020-02-29:01,0.0
1033,2020-02-29:02,0.0
1034,2020-02-29:03,0.0
1035,2020-02-29:04,0.0
1036,2020-02-29:05,0.0
1037,2020-02-29:06,0.0
1038,2020-02-29:07,0.0
1039,2020-02-29:08,0.0
1040,2020-02-29:09,0.0
1041,2020-02-29:10,0.0
1042,2020-02-29:11,0.0
1043,2020-02-29:12,0.0
1044,2020-02-29:13,0.0
1045,2020-02-29:14,0.0
1046,2020-02-29:15,0.2
1047,2020-02-29:16,0.3
1048,2020-02-29:17,0.1
1049,2020-02-29:18,0.0
1050,2020-02-29:19,0.0
1051,2020-02-29:20,0.0
1052,2020-02-29:21,0.0
1053,2020-02-29:22,0.0
1054,2020-02-29:23,0.1
1055,2020-03-01:00,0.1
1056,2020-03-01:01,0.0
1057,2020-03-01:02,0.0
1058,2020-03-01:03,0.0
1059,2020-03-01:04,0.0
1060,2020-03-01:05,0.0
1061,2020-03-01:06,0.0
1062,2020-03-01:07,0.0
1063,2020-03-01:08,0.0
1064,2020-03-01:09,0.0
1065,2020-03-01:10,0.0
1066,2020-03-01:11,0.0
1067,2020-03-01:12,0.0
1068,2020-03-01:13,0.0
1069,2020-03-01:14,0.0
1070,2020-03-01:15,0.0
1071,2020-03-01:16,0.0
1072,2020-03-01:17,0.0
1073,2020-03-01:18,0.0
1074,2020-03-01:19,0.0
1075,2020-03-01:20,0.0
1076,2020-03-01:21,0.0
1077,2020-03-01:22,0.0
1078,2020-03-01:23,0.0
1079,2020-03-02:00,0.0
1080,2020-03-02:01,0.0
1081,2020-03-02:02,0.0
1082,2020-03-02:03,0.0
1083,2020-03-02:04,0.0
1084,2020-03-02:05,0.0
1085,2020-03-02:06,0.0
1086,2020-03-02:07,0.0
1087,2020-03-02:08,0.0
1088,2020-03-02:09,0.3
1089,2020-03-02:10,0.5
1090,2020-03-02:11,0.7
1091,2020-03-02:12,1.0
1092,2020-03-02:13,1.0
1093,2020-03-02:14,0.9
1094,2020-03-02:15,0.0
1095,2020-03-02:16,0.0
1096,2020-03-02:17,0.0
1097,2020-03-02:18,0.0
1098,2020-03-02:19,0.0
1099,2020-03-02:20,0.0
1100,2020-03-02:21,0.0
1101,2020-03-02:22,0.0
1102,2020-03-02:23,0.0
1103,2020-03-03:00,0.0
1104,2020-03-03:01,0.0
1105,2020-03-03:02,0.0
1106,2020-03-03:03,0.0
1107,2020-03-03:04,0.0
1108,2020-03-03:05,0.0
1109,2020-03-03:06,0.0
1110,2020-03-03:07,0.0
1111,2020-03-03:08,0.0
1112,2020-03-03:09,0.0
1113,2020-03-03:10,0.0
1114,2020-03-03:11,0.0
1115,2020-03-03:12,0.0
1116,2020-03-03:13,0.0
1117,2020-03-03:14,0.0
1118,2020-03-03:15,0.0
1119,2020-03-03:16,0.0
1120,2020-03-03:17,0.0
1121,2020-03-03:18,0.0
1122,2020-03-03:19,0.5
1123,2020-03-03:20,0.3
1124,2020-03-03:21,0.2
1125,2020-03-03:22,0.2
1126,2020-03-03:23,0.4
1127,2020-03-04:00,0.3
1128,2020-03-04:01,0.4
1129,2020-03-04:02,0.3
1130,2020-03-04:03,0.2
1131,2020-03-04:04,0.1
1132,2020-03-04:05,0.2
1133,2020-03-04:06,0.1
1134,2020-03-04:07,0.1
1135,2020-03-04:08,0.0
1136,2020-03-04:09,0.0
1137,2020-03-04:10,0.0
1138,2020-03-04:11,0.0
1139,2020-03-04:12,0.0
1140,2020-03-04:13,0.0
1141,2020-03-04:14,0.0
1142,2020-03-04:15,0.1
1143,2020-03-04:16,0.0
1144,2020-03-04:17,0.0
1145,2020-03-04:18,0.0
1146,2020-03-04:19,0.0
1147,2020-03-04:20,0.0
1148,2020-03-04:21,0.0
1149,2020-03-04:22,0.0
1150,2020-03-04:23,0.0
1151,2020-03-05:00,0.0
1152,2020-03-05:01,0.0
1153,2020-03-05:02,0.0
1154,2020-03-05:03,0.0
1155,2020-03-05:04,0.0
1156,2020-03-05:05,0.0
1157,2020-03-05:06,0.0
1158,2020-03-05:07,0.0
1159,2020-03-05:08,0.0
1160,2020-03-05:09,0.0
1161,2020-03-05:10,0.0
1162,2020-03-05:11,0.0
1163,2020-03-05:12,0.0
1164,2020-03-05:13,0.0
1165,2020-03-05:14,0.0
1166,2020-03-05:15,0.0
1167,2020-03-05:16,0.0
1168,2020-03-05:17,0.0
1169,2020-03-05:18,0.0
1170,2020-03-05:19,0.0
1171,2020-03-05:20,0.0
1172,2020-03-05:21,0.0
1173,2020-03-05:22,0.0
1174,2020-03-05:23,0.0
1175,2020-03-06:00,0.0
1176,2020-03-06:01,0.0
1177,2020-03-06:02,0.0
1178,2020-03-06:03,0.0
1179,2020-03-06:04,0.0
1180,2020-03-06:05,0.0
1181,2020-03-06:06,0.0
1182,2020-03-06:07,0.0
1183,2020-03-06:08,0.0
1184,2020-03-06:09,0.0
1185,2020-03-06:10,0.0
1186,2020-03-06:11,0.0
1187,2020-03-06:12,0.0
1188,2020-03-06:13,0.0
1189,2020-03-06:14,0.0
1190,2020-03-06:15,0.0
1191,2020-03-06:16,0.0
1192,2020-03-06:17,0.0
1193,2020-03-06:18,0.0
1194,2020-03-06:19,0.0
1195,2020-03-06:20,0.0
1196,2020-03-06:21,0.3
1197,2020-03-06:22,0.7
1198,2020-03-06:23,0.6
1199,2020-03-07:00,0.2
1200,2020-03-07:01,0.4
1201,2020-03-07:02,0.7
1202,2020-03-07:03,0.4
1203,2020-03-07:04,0.0
1204,2020-03-07:05,0.6
1205,2020-03-07:06,0.5
1206,2020-03-07:07,0.7
1207,2020-03-07:08,0.0
1208,2020-03-07:09,0.0
1209,2020-03-07:10,0.0
1210,2020-03-07:11,0.0
1211,2020-03-07:12,0.0
1212,2020-03-07:13,0.0
1213,2020-03-07:14,0.2
1214,2020-03-07:15,0.0
1215,2020-03-07:16,0.0
1216,2020-03-07:17,0.5
1217,2020-03-07:18,0.0
1218,2020-03-07:19,0.0
1219,2020-03-07:20,0.0
1220,2020-03-07:21,0.0
1221,2020-03-07:22,0.0
1222,2020-03-07:23,0.0
1223,2020-03-08:00,0.0
1224,2020-03-08:01,0.0
1225,2020-03-08:02,0.0
1226,2020-03-08:03,0.0
1227,2020-03-08:04,0.0
1228,2020-03-08:05,0.0
1229,2020-03-08:06,0.0
1230,2020-03-08:07,0.0
1231,2020-03-08:08,0.0
1232,2020-03-08:09,0.0
1233,2020-03-08:10,0.0
1234,2020-03-08:11,0.0
1235,2020-03-08:12,0.0
1236,2020-03-08:13,0.0
1237,2020-03-08:14,0.0
1238,2020-03-08:15,0.0
1239,2020-03-08:16,0.0
1240,2020-03-08:17,0.0
1241,2020-03-08:18,0.0
1242,2020-03-08:19,0.0
1243,2020-03-08:20,0.0
1244,2020-03-08:21,0.0
1245,2020-03-08:22,0.0
1246,2020-03-08:23,0.0
1247,2020-03-09:00,0.0
1248,2020-03-09:01,0.0
1249,2020-03-09:02,0.1
1250,2020-03-09:03,0.1
1251,2020-03-09:04,0.0
1252,2020-03-09:05,0.0
1253,2020-03-09:06,0.0
1254,2020-03-09:07,0.0
1255,2020-03-09:08,0.0
1256,2020-03-09:09,0.0
1257,2020-03-09:10,0.0
1258,2020-03-09:11,0.0
1259,2020-03-09:12,0.0
1260,2020-03-09:13,0.0
1261,2020-03-09:14,0.0
1262,2020-03-09:15,0.0
1263,2020-03-09:16,0.0
1264,2020-03-09:17,0.1
1265,2020-03-09:18,0.0
1266,2020-03-09:19,0.0
1267,2020-03-09:20,0.2
1268,2020-03-09:21,0.2
1269,2020-03-09:22,0.0
1270,2020-03-09:23,0.0
1271,2020-03-10:00,0.0
1272,2020-03-10:01,0.0
1273,2020-03-10:02,0.0
1274,2020-03-10:03,0.0
1275,2020-03-10:04,0.0
1276,2020-03-10:05,0.0
1277,2020-03-10:06,0.0
1278,2020-03-10:07,0.0
1279,2020-03-10:08,0.0
1280,2020-03-10:09,0.0
1281,2020-03-10:10,0.0
1282,2020-03-10:11,0.0
1283,2020-03-10:12,0.0
1284,2020-03-10:13,0.0
1285,2020-03-10:14,0.0
1286,2020-03-10:15,0.2
1287,2020-03-10:16,0.1
1288,2020-03-10:17,0.1
1289,2020-03-10:18,0.2
1290,2020-03-10:19,0.4
1291,2020-03-10:20,0.3
1292,2020-03-10:21,0.7
1293,2020-03-10:22,0.8
1294,2020-03-10:23,0.1
1295,2020-03-11:00,0.0
1296,2020-03-11:01,0.0
1297,2020-03-11:02,0.0
1298,2020-03-11:03,0.0
1299,2020-03-11:04,0.0
1300,2020-03-11:05,0.0
1301,2020-03-11:06,0.0
1302,2020-03-11:07,0.0
1303,2020-03-11:08,0.0
1304,2020-03-11:09,0.0
1305,2020-03-11:10,0.0
1306,2020-03-11:11,0.0
1307,2020-03-11:12,0.0
1308,2020-03-11:13,0.0
1309,2020-03-11:14,0.0
1310,2020-03-11:15,0.0
1311,2020-03-11:16,0.0
1312,2020-03-11:17,0.0
1313,2020-03-11:18,0.0
1314,2020-03-11:19,0.0
1315,2020-03-11:20,0.0
1316,2020-03-11:21,0.0
1317,2020-03-11:22,0.0
1318,2020-03-11:23,0.0
1319,2020-03-12:00,0.0
1320,2020-03-12:01,0.0
1321,2020-03-12:02,0.0
1322,2020-03-12:03,0.0
1323,2020-03-12:04,0.0
1324,2020-03-12:05,0.0
1325,2020-03-12:07,0.0
1326,2020-03-12:08,0.0
1327,2020-03-12:09,0.0
1328,2020-03-12:10,0.0
1329,2020-03-12:11,0.0
1330,2020-03-12:12,0.0
1331,2020-03-12:13,0.0
1332,2020-03-12:14,0.0
1333,2020-03-12:15,0.0
1334,2020-03-12:16,0.0
1335,2020-03-12:17,0.0
1336,2020-03-12:18,0.0
1337,2020-03-12:19,0.0
1338,2020-03-12:20,0.0
1339,2020-03-12:21,0.0
1340,2020-03-12:22,0.0
1341,2020-03-12:23,0.0
1342,2020-03-13:00,0.0
1343,2020-03-13:01,0.0
1344,2020-03-13:02,0.0
1345,2020-03-13:03,0.0
1346,2020-03-13:04,0.0
1347,2020-03-13:05,0.0
1348,2020-03-13:06,0.0
1349,2020-03-13:07,0.0
1350,2020-03-13:08,0.0
1351,2020-03-13:09,0.0
1352,2020-03-13:10,0.0
1353,2020-03-13:11,0.0
1354,2020-03-13:12,0.0
1355,2020-03-13:13,0.1
1356,2020-03-13:14,0.0
1357,2020-03-13:15,0.0
1358,2020-03-13:16,0.0
1359,2020-03-13:17,0.0
1360,2020-03-13:18,0.0
1361,2020-03-13:19,0.0
1362,2020-03-13:20,0.0
1363,2020-03-13:21,0.0
1364,2020-03-13:22,0.0
1365,2020-03-13:23,0.0
1366,2020-03-14:00,0.0
1367,2020-03-14:01,0.0
1368,2020-03-14:02,0.0
1369,2020-03-14:03,0.0
1370,2020-03-14:04,0.0
1371,2020-03-14:05,0.0
1372,2020-03-14:06,0.0
1373,2020-03-14:07,0.0
1374,2020-03-14:08,0.0
1375,2020-03-14:09,0.0
1376,2020-03-14:10,0.0
1377,2020-03-14:11,0.0
1378,2020-03-14:12,0.0
1379,2020-03-14:13,0.0
1380,2020-03-14:14,0.0
1381,2020-03-14:15,0.0
1382,2020-03-14:16,0.0
1383,2020-03-14:17,0.0
1384,2020-03-14:18,0.0
1385,2020-03-14:19,0.0
1386,2020-03-14:20,0.0
1387,2020-03-14:21,0.0
1388,2020-03-14:22,0.0
1389,2020-03-14:23,0.0
1390,2020-03-15:00,0.0
1391,2020-03-15:01,0.0
1392,2020-03-15:02,0.0
1393,2020-03-15:03,0.0
1394,2020-03-15:04,0.0
1395,2020-03-15:05,0.0
1396,2020-03-15:06,0.0
1397,2020-03-15:07,0.0
1398,2020-03-15:08,0.0
1399,2020-03-15:09,0.0
1400,2020-03-15:10,0.0
1401,2020-03-15:11,0.0
1402,2020-03-15:12,0.0
1403,2020-03-15:13,0.0
1404,2020-03-15:14,0.0
1405,2020-03-15:15,0.0
1406,2020-03-15:16,0.0
1407,2020-03-15:17,0.1
1408,2020-03-15:18,0.0
1409,2020-03-15:19,0.0
1410,2020-03-15:20,0.0
1411,2020-03-15:21,0.0
1412,2020-03-15:22,0.0
1413,2020-03-15:23,0.0
1414,2020-03-16:00,0.0
1415,2020-03-16:01,0.0
1416,2020-03-16:02,0.0
1417,2020-03-16:03,0.0
1418,2020-03-16:04,0.0
1419,2020-03-16:05,0.0
1420,2020-03-16:06,0.0
1421,2020-03-16:07,0.0
1422,2020-03-16:08,0.1
1423,2020-03-16:09,0.3
1424,2020-03-16:10,0.1
1425,2020-03-16:11,0.0
1426,2020-03-16:12,0.0
1427,2020-03-16:13,0.0
1428,2020-03-16:14,0.0
1429,2020-03-16:15,0.0
1430,2020-03-16:16,0.0
1431,2020-03-16:17,0.0
1432,2020-03-16:18,0.0
1433,2020-03-16:19,0.0
1434,2020-03-16:20,0.0
1435,2020-03-16:21,0.0
1436,2020-03-16:22,0.0
1437,2020-03-16:23,0.0
1438,2020-03-17:00,0.0
1439,2020-03-17:01,0.0
1440,2020-03-17:02,0.0
1441,2020-03-17:03,0.0
1442,2020-03-17:04,0.0
1443,2020-03-17:05,0.0
1444,2020-03-17:06,0.0
1445,2020-03-17:07,0.0
1446,2020-03-17:08,0.0
1447,2020-03-17:09,0.0
1448,2020-03-17:10,0.0
1449,2020-03-17:11,0.0
1450,2020-03-17:12,0.0
1451,2020-03-17:13,0.0
1452,2020-03-17:14,0.0
1453,2020-03-17:15,0.0
1454,2020-03-17:16,0.0
1455,2020-03-17:17,0.0
1456,2020-03-17:18,0.0
1457,2020-03-17:19,0.0
1458,2020-03-17:20,0.0
1459,2020-03-17:21,0.0
1460,2020-03-17:22,0.0
1461,2020-03-17:23,0.0
1462,2020-03-18:00,0.0
1463,2020-03-18:01,0.0
1464,2020-03-18:02,0.0
1465,2020-03-18:03,0.0
1466,2020-03-18:04,0.0
1467,2020-03-18:05,0.0
1468,2020-03-18:06,0.0
1469,2020-03-18:07,0.0
1470,2020-03-18:08,0.0
1471,2020-03-18:09,0.0
1472,2020-03-18:10,0.0
1473,2020-03-18:11,0.0
1474,2020-03-18:12,0.0
1475,2020-03-18:13,0.0
1476,2020-03-18:14,0.0
1477,2020-03-18:15,0.0
1478,2020-03-18:16,0.0
1479,2020-03-18:17,0.0
1480,2020-03-18:18,0.0
1481,2020-03-18:19,0.0
1482,2020-03-18:20,0.0
1483,2020-03-18:21,0.0
1484,2020-03-18:22,0.0
1485,2020-03-18:23,0.0
1486,2020-03-19:00,0.0
1487,2020-03-19:01,0.0
1488,2020-03-19:02,0.0
1489,2020-03-19:03,0.0
1490,2020-03-19:04,0.0
1491,2020-03-19:05,0.0
1492,2020-03-19:06,0.0
1493,2020-03-19:07,0.0
1494,2020-03-19:08,0.0
1495,2020-03-19:09,0.0
1496,2020-03-19:10,0.0
1497,2020-03-19:11,0.0
1498,2020-03-19:12,0.0
1499,2020-03-19:13,0.0
1500,2020-03-19:14,0.0
1501,2020-03-19:15,0.0
1502,2020-03-19:16,0.0
1503,2020-03-19:17,0.0
1504,2020-03-19:18,0.0
1505,2020-03-19:19,0.0
1506,2020-03-19:20,0.0
1507,2020-03-19:21,0.0
1508,2020-03-19:22,0.0
1509,2020-03-19:23,0.0
1510,2020-03-20:00,0.0
1511,2020-03-20:01,0.0
1512,2020-03-20:02,0.0
1513,2020-03-20:03,0.0
1514,2020-03-20:04,0.0
1515,2020-03-20:05,0.0
1516,2020-03-20:06,0.0
1517,2020-03-20:07,0.0
1518,2020-03-20:08,0.0
1519,2020-03-20:09,0.0
1520,2020-03-20:10,0.0
1521,2020-03-20:11,0.0
1522,2020-03-20:12,0.0
1523,2020-03-20:13,0.0
1524,2020-03-20:14,0.0
1525,2020-03-20:15,0.0
1526,2020-03-20:16,0.0
1527,2020-03-20:17,0.0
1528,2020-03-20:18,0.0
1529,2020-03-20:19,0.0
1530,2020-03-20:20,0.0
1531,2020-03-20:21,0.0
1532,2020-03-20:22,0.0
1533,2020-03-20:23,0.0
1534,2020-03-21:00,0.0
1535,2020-03-21:01,0.0
1536,2020-03-21:02,0.0
1537,2020-03-21:03,0.0
1538,2020-03-21:04,0.0
1539,2020-03-21:05,0.0
1540,2020-03-21:06,0.0
1541,2020-03-21:07,0.0
1542,2020-03-21:08,0.0
1543,2020-03-21:09,0.0
1544,2020-03-21:10,0.0
1545,2020-03-21:11,0.0
1546,2020-03-21:12,0.0
1547,2020-03-21:13,0.0
1548,2020-03-21:14,0.0
1549,2020-03-21:15,0.0
1550,2020-03-21:16,0.0
1551,2020-03-21:17,0.0
1552,2020-03-21:18,0.0
1553,2020-03-21:19,0.0
1554,2020-03-21:20,0.0
1555,2020-03-21:21,0.0
1556,2020-03-21:22,0.0
1557,2020-03-21:23,0.0
1558,2020-03-22:00,0.0
1559,2020-03-22:01,0.0
1560,2020-03-22:02,0.0
1561,2020-03-22:03,0.0
1562,2020-03-22:04,0.0
1563,2020-03-22:05,0.0
1564,2020-03-22:06,0.0
1565,2020-03-22:07,0.0
1566,2020-03-22:08,0.0
1567,2020-03-22:09,0.0
1568,2020-03-22:10,0.0
1569,2020-03-22:11,0.0
1570,2020-03-22:12,0.0
1571,2020-03-22:13,0.0
1572,2020-03-22:14,0.0
1573,2020-03-22:15,0.0
1574,2020-03-22:16,0.0
1575,2020-03-22:17,0.0
1576,2020-03-22:18,0.0
1577,2020-03-22:19,0.0
1578,2020-03-22:20,0.0
1579,2020-03-22:21,0.0
1580,2020-03-22:22,0.0
1581,2020-03-22:23,0.0
1582,2020-03-23:00,0.0
1583,2020-03-23:01,0.0
1584,2020-03-23:02,0.0
1585,2020-03-23:03,0.0
1586,2020-03-23:04,0.0
1587,2020-03-23:05,0.0
1588,2020-03-23:06,0.0
1589,2020-03-23:07,0.0
1590,2020-03-23:08,0.0
1591,2020-03-23:09,0.0
1592,2020-03-23:10,0.0
1593,2020-03-23:11,0.0
1594,2020-03-23:12,0.0
1595,2020-03-23:13,0.0
1596,2020-03-23:14,0.0
1597,2020-03-23:15,0.0
1598,2020-03-23:16,0.0
1599,2020-03-23:17,0.0
1600,2020-03-23:18,0.0
1601,2020-03-23:19,0.0
1602,2020-03-23:20,0.0
1603,2020-03-23:21,0.0
1604,2020-03-23:22,0.0
1605,2020-03-23:23,0.0
1606,2020-03-24:00,0.0
1607,2020-03-24:01,0.0
1608,2020-03-24:02,0.0
1609,2020-03-24:03,0.0
1610,2020-03-24:04,0.0
1611,2020-03-24:05,0.0
1612,2020-03-24:06,0.0
1613,2020-03-24:07,0.0
1614,2020-03-24:08,0.0
1615,2020-03-24:09,0.0
1616,2020-03-24:10,0.0
1617,2020-03-24:11,0.0
1618,2020-03-24:12,0.0
1619,2020-03-24:13,0.0
1620,2020-03-24:14,0.0
1621,2020-03-24:15,0.0
1622,2020-03-24:16,0.0
1623,2020-03-24:17,0.0
1624,2020-03-24:18,0.0
1625,2020-03-24:19,0.0
1626,2020-03-24:20,0.0
1627,2020-03-24:21,0.0
1628,2020-03-24:22,0.0
1629,2020-03-24:23,0.0
1630,2020-03-25:00,0.0
1631,2020-03-25:01,0.0
1632,2020-03-25:02,0.0
1633,2020-03-25:03,0.0
1634,2020-03-25:04,0.0
1635,2020-03-25:05,0.0
1636,2020-03-25:06,0.0
1637,2020-03-25:07,0.0
1638,2020-03-25:08,0.0
1639,2020-03-25:09,0.0
1640,2020-03-25:10,0.0
1641,2020-03-25:11,0.0
1642,2020-03-25:12,0.0
1643,2020-03-25:13,0.0
1644,2020-03-25:14,0.0
1645,2020-03-25:15,0.0
1646,2020-03-25:16,0.0
1647,2020-03-25:17,0.0
1648,2020-03-25:18,0.0
1649,2020-03-25:19,0.0
1650,2020-03-25:20,0.0
1651,2020-03-25:21,0.0
1652,2020-03-25:22,0.0
1653,2020-03-25:23,0.0
1654,2020-03-26:00,0.0
1655,2020-03-26:01,0.0
1656,2020-03-26:02,0.0
1657,2020-03-26:03,0.0
1658,2020-03-26:04,0.0
1659,2020-03-26:05,0.0
1660,2020-03-26:06,0.0
1661,2020-03-26:07,0.0
1662,2020-03-26:08,0.0
1663,2020-03-26:09,0.0
1664,2020-03-26:10,0.0
1665,2020-03-26:11,0.0
1666,2020-03-26:12,0.0
1667,2020-03-26:13,0.0
1668,2020-03-26:14,0.0
1669,2020-03-26:15,0.0
1670,2020-03-26:16,0.0
1671,2020-03-26:17,0.0
1672,2020-03-26:18,0.0
1673,2020-03-26:19,0.0
1674,2020-03-26:20,0.0
1675,2020-03-26:21,0.0
1676,2020-03-26:22,0.0
1677,2020-03-26:23,0.0
1678,2020-03-27:00,0.0
1679,2020-03-27:01,0.0
1680,2020-03-27:02,0.0
1681,2020-03-27:03,0.0
1682,2020-03-27:04,0.0
1683,2020-03-27:05,0.0
1684,2020-03-27:06,0.0
1685,2020-03-27:07,0.0
1686,2020-03-27:08,0.0
1687,2020-03-27:09,0.0
1688,2020-03-27:10,0.0
1689,2020-03-27:11,0.0
1690,2020-03-27:12,0.0
1691,2020-03-27:13,0.0
1692,2020-03-27:14,0.0
1693,2020-03-27:15,0.0
1694,2020-03-27:16,0.0
1695,2020-03-27:17,0.0
1696,2020-03-27:18,0.0
1697,2020-03-27:19,0.0
1698,2020-03-27:20,0.0
1699,2020-03-27:21,0.0
1700,2020-03-27:22,0.0
1701,2020-03-27:23,0.0
1702,2020-03-28:00,0.0
1703,2020-03-28:01,0.0
1704,2020-03-28:02,0.0
1705,2020-03-28:03,0.0
1706,2020-03-28:04,0.0
1707,2020-03-28:05,0.0
1708,2020-03-28:06,0.0
1709,2020-03-28:07,0.0
1710,2020-03-28:08,0.0
1711,2020-03-28:09,0.0
1712,2020-03-28:10,0.0
1713,2020-03-28:11,0.0
1714,2020-03-28:12,0.0
1715,2020-03-28:13,0.0
1716,2020-03-28:14,0.0
1717,2020-03-28:15,0.0
1718,2020-03-28:16,0.0
1719,2020-03-28:17,0.0
1720,2020-03-28:18,0.0
1721,2020-03-28:19,0.0
1722,2020-03-28:20,0.0
1723,2020-03-28:21,0.0
1724,2020-03-28:22,0.0
1725,2020-03-28:23,0.0
1726,2020-03-29:00,0.3
1727,2020-03-29:01,0.3
1728,2020-03-29:02,0.1
1729,2020-03-29:03,0.0
1730,2020-03-29:04,0.0
1731,2020-03-29:05,0.0
1732,2020-03-29:06,0.0
1733,2020-03-29:07,0.0
1734,2020-03-29:08,0.0
1735,2020-03-29:09,0.0
1736,2020-03-29:10,0.0
1737,2020-03-29:11,0.0
1738,2020-03-29:12,0.0
1739,2020-03-29:13,0.0
1740,2020-03-29:14,0.0
1741,2020-03-29:15,0.0
1742,2020-03-29:16,0.0
1743,2020-03-29:17,0.0
1744,2020-03-29:18,0.0
1745,2020-03-29:19,0.0
1746,2020-03-29:20,0.0
1747,2020-03-29:21,0.0
1748,2020-03-29:22,0.0
1749,2020-03-29:23,0.0
1750,2020-03-30:00,0.0
1751,2020-03-30:01,0.0
1752,2020-03-30:02,0.0
1753,2020-03-30:03,0.0
1754,2020-03-30:04,0.0
1755,2020-03-30:05,0.0
1756,2020-03-30:06,0.0
1757,2020-03-30:07,0.0
1758,2020-03-30:08,0.0
1759,2020-03-30:09,0.0
1760,2020-03-30:10,0.0
1761,2020-03-30:11,0.0
1762,2020-03-30:12,0.0
1763,2020-03-30:13,0.0
1764,2020-03-30:14,0.0
1765,2020-03-30:15,0.0
1766,2020-03-30:16,0.0
1767,2020-03-30:17,0.0
1768,2020-03-30:18,0.0
1769,2020-03-30:19,0.0
1770,2020-03-30:20,0.0
1771,2020-03-30:21,0.0
1772,2020-03-30:22,0.0
1773,2020-03-30:23,0.0
1774,2020-03-31:00,0.0
1775,2020-03-31:01,0.0
1776,2020-03-31:02,0.0
1777,2020-03-31:03,0.0
1778,2020-03-31:04,0.0
1779,2020-03-31:05,0.0
1780,2020-03-31:06,0.0
1781,2020-03-31:07,0.0
1782,2020-03-31:08,0.0
1783,2020-03-31:09,0.0
1784,2020-03-31:10,0.0
1785,2020-03-31:11,0.0
1786,2020-03-31:12,0.0
1787,2020-03-31:13,0.0
1788,2020-03-31:14,0.0
1789,2020-03-31:15,0.0
1790,2020-03-31:16,0.0
1791,2020-03-31:17,0.0
1792,2020-03-31:18,0.0
1793,2020-03-31:19,0.0
1794,2020-03-31:20,0.0
1795,2020-03-31:21,0.0
1796,2020-03-31:22,0.0
1797,2020-03-31:23,0.0
1798,2020-04-01:00,0.0
1799,2020-04-01:01,0.0
1800,2020-04-01:02,0.1
1801,2020-04-01:03,0.0
1802,2020-04-01:04,0.0
1803,2020-04-01:05,0.0
1804,2020-04-01:06,0.0
1805,2020-04-01:07,0.0
